asset,address,amount
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xd42Aa370fCD06C683b7154FfA799A8e00AC0121E,139838
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1d58A0DE6164E8Fe572ecAd8e577458217a4d10E,150000000
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x80dCa2c2aF4C1B1e01AC729b94AA1cF1AdF013E9,2100000000
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x95eacDf70052BB5AEFFd1243B5132eD876C54a97,56706272847902440
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3f8f6eFab8dB7637Ba326dFAc6a512Df0fdeBC4A,2850000000
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x096C58e03Ae28501Ed1857F6Bc5f383f094B4A20,56706272847902440
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA86f7cb847bF41b049002cb0c96e6156a8B27E25,84447332824508252160
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5f6CEa507fc46580e577257b29C8dF48f1e4F802,56676062298327680
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x096C58e03Ae28501Ed1857F6Bc5f383f094B4A20,283380311491638400
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x096C58e03Ae28501Ed1857F6Bc5f383f094B4A20,283380311491638400
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x598c423747a1d025729FA52808EE92aA4ceDfB98,150000000
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x096C58e03Ae28501Ed1857F6Bc5f383f094B4A20,56676062298327680
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xE5aACB4eCace76746B7413A94435b6A5A9898702,750000000
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5f6CEa507fc46580e577257b29C8dF48f1e4F802,56707559117630384
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x80dCa2c2aF4C1B1e01AC729b94AA1cF1AdF013E9,150000000
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2e77f8EBbeF5ff3EB2ed7A85d36Dc087F7F2f7Ce,56676062298327680
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdb6C18087cB71164f9B47981d684E68C697b319e,113296474213722464
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x096C58e03Ae28501Ed1857F6Bc5f383f094B4A20,56676062298327680
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe40E17d79c51dA492E2f521EDbB6e37ce2C8B86C,567075591176303808
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xE84915FD6079E1A4449dD827a660d1D6237555eF,1958376
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xE1a72cf0709c92E41e873A9375634B4Bf2999C12,1050000000
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x096C58e03Ae28501Ed1857F6Bc5f383f094B4A20,56701342687794840
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4e6E91F5CF15C139c0a6F8cf9e8B6871D254C52a,1984044503062986752
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2404a447a86f5814b4233AF8a2cdCfaB5687F233,150000000
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xfe52aA8F48e3B45DB2e2271395B720dAE9B941B9,150000000
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x722AC38b9E64e5973108eAE8fAF9b6F7961B74f9,2250000000
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x0792fF093cb67e93fd6d894EA847207cBB04e28b,56721068473673864
