user,asset,total_amount
0x03af6Bc20d9a45BF4bdC157B7e0Ff8B1927Ea796,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,118733853466662152
0x03bF578cE7Bd603B6a3B9a165AC029Fe769F5cC8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x03c0054E55F6fe7A2A67864053d98f8F0abA92a2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,67043600688314304
0x03DFF61eF1aaB8039E54bddeBfb17c415E97Ac84,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x03eacF88f8D1F0ff862c33377b45e2b6806FD7e7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,475846809050606336
0x03F1e76D8196211986BE829c4765c2F56993f8EC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1500000000
0x03fF95B2B0b2c71d4304f29AEedf62fd9d108084,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,600000000
0x041d7710eb5B759cA179FcbF8A5F9b534E6a4C21,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,54998240056318200
0x0420152b44DEAc6706f759164603D6F6A6166BeE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,58848915218329472
0x0425517c5Adadde5c9f93F9988F089Aa68716F0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,22933191608635981824
0x043f591411cA5DAd7468EE2F9Eda3EaE047eba77,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x0442Dd88a482833fE2Ca98a6b66526Aa640321F3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,5020058215061054464
0x047E0c23B012BC21Bf3b3457a20180441a0Ee498,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x04894341835798da701fE3654507a0d9C5e7B3b1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x048fFae5C45985805E5beD87e5d4ba24198F7BeE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,300000000
0x04926b93A2BD1D8e86294B5130cC9580744AE3ea,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1981811375597295872
0x0494F503912C101Bfd76b88e4F5D8A33de284d1A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,750000000
0x0494F503912C101Bfd76b88e4F5D8A33de284d1A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2264808820133144512
0x049b8457A23bef5354C65D1cbbFA3bb897782Ec1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,120284834488067744
0x04AdFe6548ecD0EF385F15A2664ED9a2bA75c4b8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,662629047006904640
0x04b874A425F8cA490762C4422c906EC5D52A0B1e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x04Cba99bf19958470d03BE77Fd1936C1AC73784D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,66172578083642144
0x04D0e3349E5F3265dcB0b677dBf349AA03d7136B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,273775084642130336
0x04E7cFac3060187427b9fC3b6D5Cc5d16A269c9d,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4500000000
0x05070e8E1A7d581ba0FfECfed00533A75c69d640,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,296888607394505536
0x050aEd76fa793E384990688E2aEB8f7DB4a77EE5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3261027102758587392
0x0529265f3306AECa1f7Bb5fD5a8AEdfD539c7dB5,0xdAC17F958D2ee523a2206206994597C13D831ec7,5100000000
0x054FDBB83Ed7484fBe4F11a534e13131B6ee29e9,0xdAC17F958D2ee523a2206206994597C13D831ec7,900000000
0x057291BD078F28687009ec4f17672adf6FE88423,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,127942681678607984
0x058FD36A48e1C9980B34b41eaC8a46C3EAF19A41,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450000000
0x05944c025361fc9F5043B0f64d7BCC9E278630e7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,55125981242466112
0x05A5398f359f1cD81537384911D8727A6369C738,0xdAC17F958D2ee523a2206206994597C13D831ec7,600000000
0x05b3E04e85983f3E17610035CCF088d3Fd086779,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,163083658292622848
0x05c40e7C7FEc945f232C877D5e520b81AB0999e8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,908344850141633200
0x05Cd4623c48553A3070061F557Bc38A1d00f716C,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x05f7BB35c6bB3A212bd5BC7890578f458EebCB7A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1950000000
0x060b39FE528Ede655586A9da440BCfDf6300D818,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,38096381
0x060b39FE528Ede655586A9da440BCfDf6300D818,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,83550000000
0x0614654e4DEb3a7f09002E5696f0Ff861346Db14,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,117556240864900448
0x06423EDcD9B9ECf6b706AFFbc0f4B1D1AD4d4bb0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x0642a227D567d1Ce535D4631F652741550339F71,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450000000
0x064cB0bB4c8ABE11935134aEE670C032D6833556,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,300000000
0x064f5692B711FE69Cc10ef3848bA659B8B6dCEfa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,675052316554532992
0x067F2663587da263f47B844379C8e585Da51Dc98,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450000000
0x0688E4D3fF808875Fd590F52a378bD39F173246B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,114247849284237232
0x068C813b4CA44aCd893349839d2CAf7027FcC6BD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1950000000
0x069CF6394107260A843879cd487e7C4884C36d91,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x06AeAf8C225D558DC1644f9Ce889e45e59b732D2,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,750000000
0x06CB95c96d87DC61a04377f3ed519006BaA5ad8F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,120337908848045312
0x06Cfe72430b045b2fBEa293061d24e80df819D19,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,63684261920632424
0x06d7ef268d2040AF1673705636f196FA54Fc163c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,117965333920538560
0x06EfD150D1818676D10e8b8A105A623b742DFDFA,0xdAC17F958D2ee523a2206206994597C13D831ec7,3000000000
0x06F0153F3aBeE157cf34b964F6d0994D372647B0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,57185555691106504
0x06f3709d4F09AF0cE2D700ecf46B53deAe789c25,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,60178610114820784
0x06F455e2C297a4Ae015191FA7A4A11C77c5b1b7c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,114387466997636296
0x070Ce3376D34Fe075Ac22a265928963135aA6007,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,750000000
0x074594C90ed30ffADbd5134fc6cda4c5bB95F2D6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x076EdDCDda0EF66D221cDAA6C4d037e1cBe2A548,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,750000000
0x0792fF093cb67e93fd6d894EA847207cBB04e28b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,56721068473673864
0x07A12C972f168d810c2E10B4f4ed6E42B82FDfF7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14550000000
0x07a1f6fc89223c5ebD4e4ddaE89Ac97629856A0f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2746457984685750272
0x07e9C272d58e2CB7e61632e3e24581A9fAdEf3eE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450000000
0x07e9C272d58e2CB7e61632e3e24581A9fAdEf3eE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,132652384426610064
0x07F62F48709B2c427E54e102531D07d9E21Ad99E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450000000
0x07F62F48709B2c427E54e102531D07d9E21Ad99E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,65851570559957856
0x084d47b5340763950578F33B201d19231DbC0E31,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,58848915218329472
0x086567768DFaC8c1431Fa61e686e402663cd98AF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,972172978166138624
0x0875c56801A5415b82D57588D41B83c78A6FB101,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,300000000
0x087A04bAbe7CC40a67A28A384c540B2C9bC3b60a,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,600000000
0x087A04bAbe7CC40a67A28A384c540B2C9bC3b60a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1497957048452173024
0x0884A36c40ADFD036EAE8B1DAE96A1d4F94306Bc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,60093024001153784
0x08a31368cC747621252ABB9029440C1Af6237Fc7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3750000000
0x08bfcF758D84e0A77492AD0fAF701D6BaD39b83d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,109970674486803520
0x08d2c744Fd60F2dca8C1885D3AA03Ff6D3fA5d11,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,360413333255681288
0x08D78D0Ea4b063798167ecd8592A055C83939A3c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4350000000
0x08e2D8e50071d74682DA7B61C1b7eb406f289F09,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,38250000000
0x08eD7a81959A4D2A0540D83F6059Ea1ebF3140bd,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,194797605288105664
0x08F79E409fADaF5BEB84ceC886B238374a3DE507,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,58852609524706328
0x091d3ead6EA7EcA568513E9C3381A64Afe7cf628,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,185926596179828192
0x0922372860F6d6B6E783C4799a100Fe58741b951,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,65817474978389928
0x092459C7E5BC2992c800C09Bb01E33305E124a5b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,58759239890472776
0x092CB6b804A0F76b2606db47881875724a8EC429,0xdAC17F958D2ee523a2206206994597C13D831ec7,150000000
0x092E2e53AFCEBE02100Fe4F079e901B12f8408cf,0xdAC17F958D2ee523a2206206994597C13D831ec7,150000000
0x0943Cf836b5175B10e170Fa56266D6197019C06F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,284532797147084512
0x094A8f1Aea3FF04Ed191D1399729260B90C23aB9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3988870851871991296
0x0960Da039bb8151cacfeF620476e8bAf34Bd9565,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,116250000000
0x096C58e03Ae28501Ed1857F6Bc5f383f094B4A20,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1076013686856745024
0x098DAE445f21D855372805deeA64a4f9fCe8B4cf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,57459816435039768
0x098FBcC766086D66377A3FF49e7D2cF57fE64954,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10800000000
0x098FFA5cAF667FAF1831992AC264Efa1742ba5F4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,108895688819679632
0x09C463870Bc38334d184e363e70c22ED18906F47,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,57469282668413728
0x09c982cA0990a09CF0186c984cdd0d27d9193bd1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,331873563443581456
0x09DceCb2D6917B90DAdC770C45D94febDB43eeFd,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,870270
0x09Df409B26556F596361b3F62de409dE49C79C41,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x09EA224099AEFd88543dE8bf4B0ebFDE262A560e,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,81343104
0x0A018339491B0684d4313779D0706246c00D985d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,311088436220648832
0x0A02c91391298935DBd956c91F14b8272275EFEb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,327425128787217344
0x0A251dF99A88A20a93876205Fb7f5Faf2E85A481,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,750000000
0x0A251dF99A88A20a93876205Fb7f5Faf2E85A481,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,404325008045404192
0x0a3b151beeb0ACb8a16CDaD2E186bc6685b821B0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,900000000
0x0A5D172B8A1349415D6b79b52D715704ec716F04,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,58983130824584168
0x0A76cE3ffA3A674298FCDB23B8858691a96bAE03,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5850000000
0x0a798BCbb79b7E69ca8358eE08Ae26b38368c619,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,54346644638160040
0x0A9C52DCcE024dd72AaFeB43c1C253b93aB6ee2c,0xdAC17F958D2ee523a2206206994597C13D831ec7,50550000000
0x0Ac6682f94fe1A3A9075e4EAF2568cDebBb125dE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x0AE368963BBa422D38e4CD75a0D550e22E3Cd003,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,134421851616198736
0x0Ae50637f662Ad9Fca4c7417851054697e06a0A1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,736850566705072256
0x0Af6d3b1BFbd1fdE602CB8783EC4884b0EBbcdCd,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1070417621452754944
0x0B1d3a82AB845BA349144d4e396357a48EB06f35,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14250000000
0x0B1d3a82AB845BA349144d4e396357a48EB06f35,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,294905217463107328
0x0b23c71C37350BE486096C8D6F55C8C765565f4B,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1650000000
0x0b23c71C37350BE486096C8D6F55C8C765565f4B,0xdAC17F958D2ee523a2206206994597C13D831ec7,1500000000
0x0B2B3483a5cedB08839e098d3D9F02D1893a20DC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3000000000
0x0B36dEbF662C718ee9a502a164175b8656371C45,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,58896977407119464
0x0B3b503bf8CD57ec9cE16400DB0B05802f8462b8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,60178610114820784
0x0b493Af26Fa61E5FF84290cA934b7c85E3195505,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,117824025889865952
0x0B5654c15F1F8200083c2d9298AE9AC08fcAd2A4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,59278228292312800
0x0B5C33102aF77B557F37eFc7BfcFa56eE075AAfA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,336971123821162688
0x0b83821bb8B9d19582aF26122556bE7408313140,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,900000000
0x0B997e226B63FdED87673Bc8B43bA24477b8147A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,600000000
0x0BA8E54A58E1D01f499b34065F9c278989701a7d,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450000000
0x0BA902790D3Da4411F260d9477F874e56FB2fDc8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,323716786657688960
0x0bb514Ff8035f62aD599E6EBE62733989edfc686,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,984221
0x0c3Dbbde12c5D2ac619d26b28Ad7dB87924eCCCb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1174775226340027136
0x0c71F5A9e542513377dbC523C6D9F191A4E2d2c1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1500000000
0x0c8F7cD5c246939eF1823F03Cc3bCd2dDb2040C1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x0C9589965a87Dc2BF9ED3054cCD6Ae86Aca3d571,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,333247135085142704
0x0cA6CAdb6a8cA4199788b9a060C3285Fe7B897Fd,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,27000000000
0x0CbCaBF9fFC5a53976Aa63F2bF092166B3727151,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,119273860735840208
0x0cCd26355F2B9a5819cd2A544AaF14D16eE116F7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000
0x0CCfA1c3441F3fEbDcEE067bd1Cbe3af7BBB614b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,300687974084705792
0x0Cda1D7e8E454B7f4F9030Bd85ae466b4B861eB5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,178994555291019120
0x0CEbC523D6399DF26Bec5724851677bA1cE723A5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,5832241408136365056
0x0D2349e291A9e0Bb755bFFA4097E6D378A72330B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,892188001855751040
0x0D3015631c1E642e8Eb35b5A0efcea24A7685603,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,109970674486803520
0x0d3bb6EB10Fd8109A1Bc5ABa78f9841C609f9a11,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,59129845198065272
0x0D754d85b3ceC2Ed304CDB2542c6a040104DC9b3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1478355776355798272
0x0d9A268523BF596CF1BB10B3a1C8Fe965aC6F611,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,63376711171201624
0x0dede010086D0aD644e4bf7b9d54EEB752d7F8e3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,121127454345043664
