vault,user,amount
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xCB6285A4DF49FE909b4db473AA31C5c40E35Dcdb,11860164812
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x70BC3e6A894d8803fab75CCb104f64238013e831,130000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xFddd8E89DfB65FE2Da8E907939A281135eF3802d,3000000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x016d13E3e6E5704cfd472266f790C6d534c28DD8,2999000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x4A784310f72c9735a84d06864aeeb935B3F13e35,54059542
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x70302561609d1a77AcE5794fd0984A748ac557eC,19665763475
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xa967aDfBB029B2BcB0fAfD27609058b80c96F2F2,1000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x4c68C7e7ab003097112C53a330d7f193f722d7c5,24998800000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x8Ed9f89bB9Bd839C75Ca2f04EA55273A53DefAA2,216184741402
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xDf1CdaAa7f0049FCcE958d429f0C8c2B78F33D74,7993000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x6155ED1483A1A1c84f73a09794DA4CC3Ec92bb61,30000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x21d0aa6C43F123F3CdBEcef898618c924dA9C371,619642316
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x5Cb7Dd40378C4F0bF167c30B7cc1982c4976314c,14628501
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xE4857e6647bC457ac52f45CD39Ac678d5D774a41,1001204800
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x1A2EF321b19b6F5B6aB73B1e863A707A7B72a0B5,7150000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x86fA176810FB4471B09668afbf4E19218e9D6a95,1134396
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x19B9b9B4a42AD4ebE1Ab559D892AdBF9CD969620,299500000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x68518320e6B5DD65aed7c1B5884a82Ac94F86Fdb,12197761
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x9f127B66B1620D97de98746C27e245612E40285c,214538742696
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x52168309Eef411E53314437dA83bB3094f593D3E,10000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x8558f502887a9a52c4B265d72327E0E529Ff790d,20037403043
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xFD0c50e38868e203292c29A7c7b28d16Df60Aa79,101884167168
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x471854dC31b1fD53d150257912543B36ef10CDBb,10150800000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xa8ABa7e7feec65a466F8b4B6ff02A135F5D52B73,591400399
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x810A781eB74F00B8054D2Bf8853Bc85C52B94C0c,999997600000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xb384d928B3F4534DC373067432C7faC1cf5D1723,20000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x3d5038c931dABC968f868a93084BB1E79b49b866,1070000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xd181B1b6f465ddA72A6c4aD1b4E863937aAD13a8,437069
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x6112941D9c6a82444fca84a3c60869Eb2AfB2E22,218299620
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x975aBDe78c93Abdb0E4F84cf3F76EEc2Bb0Fa6e1,5000000000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x2d29902616D652881be49393307b8dB782e298Ab,5550000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x02ECA8cC78b7D30c1Ac5E16988ED2C8A9Da658d6,1000000000000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0x849b1c48f369f8ED91302B6A0AbBD197e29BF618,1203100000
0x48c03B6FfD0008460F8657Db1037C7e09dEedfcb,0xbBDE71E9C1e526ffA0eB0f2fd08A9626ECe9168D,25529147
